entry_id,title,authors,year,journal,volume,pages,doi,arxiv_id,keywords,publication_type,featured,citation_count,research_area,relevance_score,abstract
10.1103/PhysRevD.108.L101301,Primordial black hole formation in nonminimal curvaton scenarios,Shi Pi; Misao Sasaki,2021,Physical Review D,,,10.1103/PhysRevD.108.L101301,2112.12680,,preprint,False,0,,0.3,
10.1103/PhysRevD.105.063539,Primordial black holes and scalar induced gravitational waves from the $E$ model with a Gauss-Bonnet term,Fengge Zhang,2021,Physical Review D,,,10.1103/PhysRevD.105.063539,2112.10516,,preprint,False,0,science_case,0.3,
10.1103/PhysRevD.105.083527,Anisotropy of phase transition gravitational wave and its implication for primordial seeds of the Universe,Yongping Li; Fa Peng Huang; Xiao Wang; Xinmin Zhang,2021,Physical Review D,,,10.1103/PhysRevD.105.083527,2112.01409,,preprint,False,0,science_case,0.3,
10.1103/PhysRevD.106.035028,FIMP dark matter mediated by a massive gauge boson around the phase transition period and the gravitational waves production,Ligong Bian; Yi-Lei Tang; Ruiyu Zhou,2021,Physical Review D,,,10.1103/PhysRevD.106.035028,2111.10608,,preprint,False,0,science_case,0.3,
arxiv:2111.08750,Gravitational Wave Gastronomy,David I. Dunsky; Anish Ghoshal; Hitoshi Murayama; Yuki Sakakihara; Graham White,2021,,,,,2111.08750,,preprint,False,0,,0.3,
10.1103/physrevd.107.043517,Primordial black holes and scalar induced gravitational waves from Higgs inflation with noncanonical kinetic term,Jiong Lin; Shengqing Gao; Yungui Gong; Yizhou Lu; Zhongkai Wang; Fengge Zhang,2021,Physical Review D,,,10.1103/physrevd.107.043517,2111.01362,,preprint,False,0,,0.3,
10.1088/1475-7516/2022/03/033,Primordial black holes ensued from exponential potential and coupling parameter in nonminimal derivative inflation model,Soma Heydari; Kayoomars Karami,2021,Journal of Cosmology and Astroparticle Physics,,,10.1088/1475-7516/2022/03/033,2111.00494,,preprint,False,0,science_case,0.3,
10.1103/PhysRevD.106.023016,Iterative time-domain method for resolving multiple gravitational wave sources in pulsar timing array data,Yi-Qian Qian; Soumya D. Mohanty; Yan Wang,2021,Physical Review D,,,10.1103/PhysRevD.106.023016,2110.14959,,preprint,False,0,data_analysis,0.3,
10.1088/1475-7516/2022/03/037,Gravitational wave background from mergers of large primordial black holes,Heling Deng,2021,Journal of Cosmology and Astroparticle Physics,,,10.1088/1475-7516/2022/03/037,2110.02460,,preprint,False,0,mission_design,0.3,
10.1016/j.dark.2022.101009,The Stochastic Gravitational Wave Background from Close Hyperbolic Encounters of Primordial Black Holes in Dense Clusters,J. Garc'ia-Bellido; Santiago Jaraba; Sachiko Kuroyanagi,2021,Physics of the Dark Universe,,,10.1016/j.dark.2022.101009,2109.11376,,preprint,False,0,,0.3,
10.3847/1538-4357/ac25fc,Search for Continuous Gravitational-wave Signals in Pulsar Timing Residuals: A New Scalable Approach with Diffusive Nested Sampling,Yu-Yang Songsheng; Yi-Qian Qian; Yan-Rong Li; Pu Du; Jie Chen; Yan Wang; Soumya D. Mohanty; Jian-Min Wang,2021,The Astrophysical Journal,,,10.3847/1538-4357/ac25fc,2109.00367,,preprint,False,0,data_analysis,0.3,
arxiv:2108.13170,Gravitational radiation pulses from Extreme-Mass-Ratio-Inspiral system with a supermassive boson star,Yu-Peng Zhang; Yan-Bo Zeng; Yong-Qiang Wang; Shao-Wen Wei; Pau Amaro Seoane; Yu-Xiao Liu,2021,,,,,2108.13170,,preprint,False,0,science_case,0.3,
10.1016/j.physletb.2022.137040,Confronting the primordial black hole scenario with the gravitational-wave events detected by LIGO-Virgo,Zu-Cheng Chen; Chengchao Yuan; Qing-Guo Huang,2021,Physics Letters B,,,10.1016/j.physletb.2022.137040,2108.11740,,preprint,False,0,,0.3,
10.1088/1475-7516/2021/12/019,Effect of density fluctuations on gravitational wave production in first-order phase transitions,Ryusuke Jinno; Thomas Konstandin; Henrique Rubira; Jorinde van de Vis,2021,Journal of Cosmology and Astroparticle Physics,,,10.1088/1475-7516/2021/12/019,2108.11947,,preprint,False,0,,0.3,
10.1088/1674-1137/ac4cab,Stochastic gravitational wave background from PBH-ABH mergers,Wenping Cui; Fei Huang; Jing Shu; Yue Zhao,2021,Chinese Physics C,,,10.1088/1674-1137/ac4cab,2108.04279,,preprint,False,0,,0.3,
10.1103/PhysRevD.104.064023,Gravitational-wave glitches: Resonant islands and frequency jumps in nonintegrable extreme-mass-ratio inspirals,Kyriakos Destounis; Kostas D. Kokkotas,2021,Physical Review D,,,10.1103/PhysRevD.104.064023,2108.02782,,preprint,False,0,source_modeling,0.3,
10.1088/1475-7516/2021/12/017,Space-borne atom interferometric gravitational wave detections. Part I. The forecast of bright sirens on cosmology,Rong-Gen Cai; Tao Yang,2021,Journal of Cosmology and Astroparticle Physics,,,10.1088/1475-7516/2021/12/017,2107.13919,,preprint,False,0,science_case,0.3,
10.1007/JHEP11(2021)175,Probing superheavy dark matter with gravitational waves,Ligong Bian; Xuewen Liu; Ke-Pan Xie,2021,Journal of High Energy Physics,,,10.1007/JHEP11(2021)175,2107.13112,,preprint,False,0,science_case,0.3,
10.1103/PhysRevD.104.095018,Probing PeV scale SUSY breaking with satellite galaxies and primordial gravitational waves,Gongjun Choi; Ryusuke Jinno; Tsutomu T. Yanagida,2021,Physical Review D,,,10.1103/PhysRevD.104.095018,2107.12804,,preprint,False,0,,0.3,
10.1103/PhysRevD.104.064021,Correlation analysis for isotropic stochastic gravitational wave backgrounds with maximally allowed polarization degrees,Hidetoshi Omiya; Naoki Seto,2021,Physical Review D,,,10.1103/PhysRevD.104.064021,2107.12001,,preprint,False,0,,0.3,
10.1140/epjc/s10052-022-10036-2,Primordial black holes in nonminimal derivative coupling inflation with quartic potential and reheating consideration,Soma Heydari; Kayoomars Karami,2021,The European Physical Journal C,,,10.1140/epjc/s10052-022-10036-2,2107.10550,,preprint,False,0,science_case,0.3,
10.1103/PhysRevD.104.084091,Pseudospectrum of Reissner-Nordström black holes: Quasinormal mode instability and universality,Kyriakos Destounis; Rodrigo Panosso Macedo; Emanuele Berti; Vitor Cardoso; José Luis Jaramillo,2021,Physical Review D,,,10.1103/PhysRevD.104.084091,2107.09673,,preprint,False,0,source_modeling,0.3,
arxiv:2107.08638,Primordial black holes and induced gravitational waves from inflation in the Horndeski theory of gravity,Pisin Chen; Seoktae Koh; Gansukh Tumurtushaa,2021,,,,,2107.08638,,preprint,False,0,,0.3,
10.3847/1538-4357/ac01cf,Primordial Black Holes Formation and Secondary Gravitational Waves in Nonminimal Derivative Coupling Inflation,Zeinab Teimoori; Kazem Rezazadeh; Kayoomars Karami,2021,The Astrophysical Journal,,,10.3847/1538-4357/ac01cf,2107.08048,,preprint,False,0,science_case,0.3,
10.1088/1475-7516/2021/10/018,Mechanism of primordial black holes production and secondary gravitational waves in α-attractor Galileon inflationary scenario,Zeinab Teimoori; Kazem Rezazadeh; Mariwan Ahmed Rasheed; Kayoomars Karami,2021,Journal of Cosmology and Astroparticle Physics,,,10.1088/1475-7516/2021/10/018,2107.07620,,preprint,False,0,science_case,0.3,
10.1103/PhysRevD.104.063515,Double-peaked inflation model: Scalar induced gravitational waves and primordial-black-hole suppression from primordial non-Gaussianity,Fengge Zhang; Jiong Lin; Yizhou Lu,2021,Physical Review D,,,10.1103/PhysRevD.104.063515,2106.10792,,preprint,False,0,science_case,0.3,
10.1007/s11433-021-1781-x,The Gravitational-wave physics II: Progress,Ligong Bian; Rong-Gen Cai; Shuo Cao; Zhoujian Cao; He Gao; Zongkuan Guo; Kejia Lee; Di Li; Jing Liu; Youjun Lu; Shi Pi; Jian-Min Wang; Shao-Jiang Wang; Yan Wang; Tao Yang; Xing-Yu Yang; Shenghua Yu; Xin Zhang,2021,"Science China Physics, Mechanics & Astronomy",,,10.1007/s11433-021-1781-x,2106.10235,,preprint,False,0,source_modeling,0.3,
10.1093/ptep/ptac068,Possibility of multi-step electroweak phase transition in the two Higgs doublet models,Mayumi Aoki; Takatoshi Komatsu; Hiroto Shibuya,2021,Progress of Theoretical and Experimental Physics,,,10.1093/ptep/ptac068,2106.03439,,preprint,False,0,,0.3,
10.1140/epjc/s10052-021-09690-9,Primordial black holes formation in the inflationary model with field-dependent kinetic term for quartic and natural potentials,Milad Solbi; Kayoomars Karami,2021,The European Physical Journal C,,,10.1140/epjc/s10052-021-09690-9,2106.02863,,preprint,False,0,science_case,0.3,
10.1103/PhysRevD.105.064033,Sensitivity of third-generation interferometers to extra polarizations in the stochastic gravitational wave background,Loris Amalberti; Nicola Bartolo; Angelo Ricciardone,2021,Physical Review D,,,10.1103/PhysRevD.105.064033,2105.13197,,preprint,False,0,data_analysis,0.3,
10.1007/978-981-15-4702-7_50-1,Detection Landscape in the deci-Hertz Gravitational-Wave Spectrum,Kiwamu Izumi; Karan Jani,2021,Handbook of Gravitational Wave Astronomy,,,10.1007/978-981-15-4702-7_50-1,2105.06069,,preprint,False,0,mission_design,0.3,
10.3847/1538-4357/ac3aef,Probing the Spins of Supermassive Black Holes with Gravitational Waves from Surrounding Compact Binaries,Bin Liu; Dong Lai,2021,The Astrophysical Journal,,,10.3847/1538-4357/ac3aef,2105.02230,,preprint,False,0,source_modeling,0.3,
10.1103/PhysRevD.104.044012,Alternative mechanism for black hole echoes,Hang Liu; Wei-Liang Qian; Yunqi Liu; Jian-Pin Wu; Bin Wang; Rui-hong Yue,2021,Physical Review D,,,10.1103/PhysRevD.104.044012,2104.11912,,preprint,False,0,,0.3,
10.1007/JHEP06(2021)149,Searching for lepton portal dark matter with colliders and gravitational waves,Jia Liu; Xiao-Ping Wang; Kefan Xie,2021,Journal of High Energy Physics,,,10.1007/JHEP06(2021)149,2104.06421,,preprint,False,0,science_case,0.3,
10.3390/s21082647,High-Accuracy Guide Star Catalogue Generation with a Machine Learning Classification Algorithm,Jianming Zhang; Jun-xiang Lian; Zhaoxiang Yi; Shuwang Yang; Ying Shan,2021,Sensors,,,10.3390/s21082647,,,journal,False,0,instrument,0.3,
10.1103/PHYSREVD.103.063534,Primordial black holes and scalar-induced secondary gravitational waves from inflationary models with a noncanonical kinetic term,Zhu Yi; Qing Gao; Yungui Gong; Zong-hong Zhu,2021,Physical Review D,,,10.1103/PHYSREVD.103.063534,,,journal,False,0,,0.3,
10.1103/PHYSREVD.103.063528,Spherical harmonic analysis of anisotropies in polarized stochastic gravitational-wave background with interferometry experiments,Yu-Kuang Chu; Guo-chin Liu; Kin-Wang Ng,2021,Physical Review D,,,10.1103/PHYSREVD.103.063528,,,journal,False,0,instrument,0.3,
10.1140/epjc/s10052-021-09445-6,Qualifying ringdown and shadow of black holes under general parametrized metrics with photon orbits,Songci Li; Ahmadjon A. Abdujabbarov; Wen-Biao Han,2021,The European Physical Journal C,,,10.1140/epjc/s10052-021-09445-6,2103.08104,,preprint,False,0,mission_design,0.3,
10.1007/978-981-15-4702-7_42-1,Nonlinear Effects in EMRI Dynamics and Their Imprints on Gravitational Waves,Georgios Lukes-Gerakopoulos; Vojtěch Witzany,2021,Handbook of Gravitational Wave Astronomy,,,10.1007/978-981-15-4702-7_42-1,2103.06724,,preprint,False,0,mission_design,0.3,
10.1103/PhysRevLett.126.141102,Gravitational Wave Glitches in Chaotic Extreme-Mass-Ratio Inspirals.,Kyriakos Destounis; Arthur G. Suvorov; Kostas D. Kokkotas,2021,Physical Review Letters,,,10.1103/PhysRevLett.126.141102,2103.05643,,preprint,False,0,mission_design,0.3,
10.1007/s11433-021-1708-9,Primordial black holes and secondary gravitational waves from chaotic inflation,Qing Gao,2021,"Science China Physics, Mechanics & Astronomy",,,10.1007/s11433-021-1708-9,2102.07369,,preprint,False,0,,0.3,
10.1088/1475-7516/2021/08/056,Primordial black holes and induced gravitational waves in k-inflation,Milad Solbi; Kayoomars Karami,2021,Journal of Cosmology and Astroparticle Physics,,,10.1088/1475-7516/2021/08/056,2102.05651,,preprint,False,0,science_case,0.3,
10.1007/JHEP04(2021)015,Probing electroweak phase transition with multi-TeV muon colliders and gravitational waves,Wei Liu; Ke-Pan Xie,2021,Journal of High Energy Physics,,,10.1007/JHEP04(2021)015,2101.10469,,preprint,False,0,,0.3,
10.1103/PhysRevD.104.053004,Complementary probe of dark matter blind spots by lepton colliders and gravitational waves,Yan Wang; Chong-Sheng Li; Fa Peng Huang,2020,Physical Review D,,,10.1103/PhysRevD.104.053004,2012.03920,,preprint,False,0,science_case,0.3,
10.1007/JHEP02(2021)184,Ripples in spacetime from broken supersymmetry,Nathaniel Craig; Noam Levi; Alberto Mariotti; Diego Redigolo,2020,Journal of High Energy Physics,,,10.1007/JHEP02(2021)184,2011.13949,,preprint,False,0,,0.3,
arxiv:2011.10606,Primordial black holes and secondary gravitational waves from inflationary model with a non-canonical kinetic term,Zhu Yi; Qing Gao; Yungui Gong; Zong-hong Zhu,2020,,,,,2011.10606,,preprint,False,0,science_case,0.3,
10.1093/ptep/ptab067,A back-linked Fabry–Pérot interferometer for space-borne gravitational wave observations,Kiwamu Izumi; Masa-Katsu Fujimoto,2020,Progress of Theoretical and Experimental Physics,,,10.1093/ptep/ptab067,2011.05483,,preprint,False,0,instrument,0.3,
10.1007/JHEP02(2021)090,"Lepton-mediated electroweak baryogenesis, gravitational waves and the 4τ final state at the collider",Ke-Pan Xie,2020,Journal of High Energy Physics,,,10.1007/JHEP02(2021)090,2011.04821,,preprint,False,0,,0.3,
10.1103/PhysRevD.103.103520,Energy budget and the gravitational wave spectra beyond the bag model,Xiao Wang; Fa Peng Huang; Xinmin Zhang,2020,Physical Review D,,,10.1103/PhysRevD.103.103520,2010.13770,,preprint,False,0,data_analysis,0.3,
10.1093/mnrasl/slaa115,Very extreme mass-ratio bursts in the Galaxy and neighbouring galaxies in relation to space-borne detectors,Wen-Biao Han; Xingyu Zhong; Xian Chen; Shuo Xin,2020,Monthly Notices of the Royal Astronomical Society: Letters,,,10.1093/mnrasl/slaa115,,,journal,False,0,mission_design,0.3,
arxiv:2008.12961,On the waveform of the scalar induced gravitational waves,Fengge Zhang; Arshad Ali; Yungui Gong; Jiong Lin; Yizhou Lu,2020,,,,,2008.12961,,preprint,False,0,source_modeling,0.3,
10.1103/physrevd.102.075028,Fermi-ball dark matter from a first-order phase transition,Jeong-Pyong Hong; Sunghoon Jung; Ke-Pan Xie,2020,Physical Review D,,,10.1103/physrevd.102.075028,2008.04430,,preprint,False,0,science_case,0.3,
10.1103/PHYSREVD.103.063535,Primordial black holes and secondary gravitational waves from the Higgs field,Zhu Yi; Yungui Gong; Bin Wang; Zong-hong Zhu,2020,Physical Review D,,,10.1103/PHYSREVD.103.063535,2007.09957,,preprint,False,0,science_case,0.3,
10.1103/PHYSREVD.102.103516,Irreducible background of gravitational waves from a cosmic defect network: Update and comparison of numerical techniques,Daniel G. Figueroa; Mark Hindmarsh; Joanes Lizarraga; Jon Urrestilla,2020,Physical Review D,,,10.1103/PHYSREVD.102.103516,2007.03337,,preprint,False,0,mission_design,0.3,
10.1016/j.aop.2021.168731,Gravitational waves of a first-order QCD phase transition at finite coupling from holography,S. Rezapour; K. B. Fadafan; M. Ahmadvand,2020,Annals of Physics,,,10.1016/j.aop.2021.168731,2006.04265,,preprint,False,0,,0.3,
10.1103/PHYSREVD.102.083503,Gauge transformation of scalar induced gravitational waves,Yizhou Lu; Arshad Ali; Yungui Gong; Jiong Lin; Fengge Zhang,2020,Physical Review D,,,10.1103/PHYSREVD.102.083503,2006.03450,,preprint,False,0,,0.3,
10.1140/epjc/s10052-020-8035-2,PhaseTracer: tracing cosmological phases and calculating transition properties,Peter Athron; Csaba Balázs; Andrew Fowlie; Yang Zhang,2020,The European Physical Journal C,,,10.1140/epjc/s10052-020-8035-2,,,journal,False,0,,0.3,
10.1007/JHEP12(2020)047,Electroweak baryogenesis and gravitational waves in a composite Higgs model with high dimensional fermion representations,Ke-Pan Xie; Ligong Bian; Yongcheng Wu,2020,Journal of High Energy Physics,,,10.1007/JHEP12(2020)047,2005.13552,,preprint,False,0,,0.3,
10.1140/epjd/e2020-100611-y,A protocol of potential advantage in the low frequency range to gravitational wave detection with space based optical atomic clocks,Feifan He; Baocheng Zhang,2020,The European Physical Journal D,,,10.1140/epjd/e2020-100611-y,2005.06817,,preprint,False,0,data_analysis,0.3,
10.1088/1475-7516/2020/05/045,Phase transition dynamics and gravitational wave spectra of strong first-order phase transition in supercooled universe,Xiao Wang; Fa Peng Huang; Xinmin Zhang,2020,Journal of Cosmology and Astroparticle Physics,,,10.1088/1475-7516/2020/05/045,2003.08892,,preprint,False,0,science_case,0.3,
arxiv:2002.08682,Investigating eccentricities of the binary black hole signals from the LIGO-Virgo catalog GWTC-1,Qianyun Yun; Wen-Biao Han; Gang Wang; Shu-Cheng Yang,2020,,,,,2002.08682,,preprint,False,0,source_modeling,0.3,
10.1088/1572-9494/abfbe4,Analytical effective one-body formalism for extreme-mass-ratio inspirals with eccentric orbits,Chen Zhang; Wen-Biao Han; Shu-Cheng Yang,2020,Communications in Theoretical Physics,,,10.1088/1572-9494/abfbe4,2001.06763,,preprint,False,0,mission_design,0.3,
10.1088/1475-7516/2020/04/049,Cosmological collider signatures of massive vectors from non-Gaussian gravitational waves,Yi Wang; Yuhang Zhu,2020,Journal of Cosmology and Astroparticle Physics,,,10.1088/1475-7516/2020/04/049,2001.03879,,preprint,False,0,,0.3,
10.1103/PhysRevD.101.015015,"Gravitational wave and collider signals in complex two-Higgs doublet model with dynamical 
CP
-violation at finite temperature",Xiao Wang; Fa Peng Huang; Xinmin Zhang,2019,Physical Review D,,,10.1103/PhysRevD.101.015015,1909.02978,,preprint,False,0,,0.3,
10.1007/JHEP12(2019)028,"Electroweak phase transition with composite Higgs models: calculability, gravitational waves and collider searches",Ligong Bian; Yongcheng Wu; Ke-Pan Xie,2019,Journal of High Energy Physics,,,10.1007/JHEP12(2019)028,1909.02014,,preprint,False,0,,0.3,
10.1088/1475-7516/2019/12/031,Constraints on primordial curvature perturbations from primordial black hole dark matter and secondary gravitational waves,Yizhou Lu; Yungui Gong; Zhu Yi; Fengge Zhang,2019,Journal of Cosmology and Astroparticle Physics,,,10.1088/1475-7516/2019/12/031,1907.11896,,preprint,False,0,science_case,0.3,
10.1088/1475-7516/2023/10/017,Chirping compact stars: gravitational radiation and detection degeneracy with binaries,José Raúl Rodríguez Rodríguez; J. A. Rueda; R. Ruffini; J.I. Zuluaga; J. M. Blanco-Iglesias; P. Lorén-Aguilar,2019,Journal of Cosmology and Astroparticle Physics,,,10.1088/1475-7516/2023/10/017,1907.10532,,preprint,False,0,mission_design,0.3,
10.1103/PhysRevD.101.064057,Propagation of gravitational waves in a cosmological background,Xian Gao; Xun-Yang Hong,2019,Physical Review D,,,10.1103/PhysRevD.101.064057,1906.07131,,preprint,False,0,,0.3,
10.1142/S0218271819400042,Orbit design for space atom-interferometer AIGSO,Gang Wang; Dongfeng Gao; Wei-Tou Ni; Jin Wang; Mingsheng Zhan,2019,International Journal of Modern Physics D,,,10.1142/S0218271819400042,1905.00600,,preprint,False,0,mission_design,0.3,
10.1103/PhysRevD.99.104027,Frequency response of space-based interferometric gravitational-wave detectors,Dicong Liang; Yungui Gong; Alan J. Weinstein; Chao Zhang; Chunyu Zhang,2019,Physical Review D,,,10.1103/PhysRevD.99.104027,1901.09624,,preprint,False,0,data_analysis,0.3,
10.1140/epjc/s10052-019-7334-y,Motion deviation of test body induced by spin and cosmological constant in extreme mass ratio inspiral binary system,Yu-Peng Zhang; Shao-Wen Wei; Pau Amaro-Seoane; Jie Yang; Yu-Xiao Liu,2018,The European Physical Journal C,,,10.1140/epjc/s10052-019-7334-y,1812.06345,,preprint,False,0,mission_design,0.3,
10.1142/S0218271819501669,Testing dispersion of gravitational waves from eccentric extreme-mass-ratio inspirals,Shu-Cheng Yang; Wen-Biao Han; Shuo Xin; Chen Zhang,2018,International Journal of Modern Physics D,,,10.1142/S0218271819501669,1812.04350,,preprint,False,0,mission_design,0.3,
10.1103/PhysRevD.100.084055,Gravitational waves from extreme-mass-ratio inspirals using general parametrized metrics,Shuo Xin; Wen-Biao Han; Shu-Cheng Yang,2018,Physical Review D,,,10.1103/PhysRevD.100.084055,1812.04185,,preprint,False,0,source_modeling,0.3,
10.1103/PhysRevD.99.055047,Dark quark nuggets,Yang Bai; Andrew J. Long; Sida Lu,2018,Physical Review D,,,10.1103/PhysRevD.99.055047,1810.04360,,preprint,False,0,instrument,0.3,
10.1088/0253-6102/70/6/735,GWs from S-stars Revolving Around SMBH at Sgr A*,R. Cai; Tong Liu; Shao-Jiang Wang,2018,Communications in Theoretical Physics,,,10.1088/0253-6102/70/6/735,1808.03164,,preprint,False,0,source_modeling,0.3,
10.1103/PhysRevD.98.104017,Gravitational waves and the polarizations in Hořava gravity after GW170817,Yungui Gong; Shaoqi Hou; Eleftherios Papantonopoulos; Dimitrios Tzortzis,2018,Physical Review D,,,10.1103/PhysRevD.98.104017,1808.00632,,preprint,False,0,mission_design,0.3,
10.1093/nsr/nwy019,Probing primordial gravitational waves: Ali CMB Polarization Telescope,Hong Li; Siyu Li; Yang Liu; Yongping Li; Yi-Fu Cai; Mingzhe Li; Gong-Bo Zhao; Congzhan Liu; Zhengwei Li; Hexuan Xu; Di Wu; Yong-jie Zhang; Zu-Hui Fan; Yong-qiang Yao; Chao-Lin Kuo; Fang-Jun Lu; Xinmin Zhang,2017,National Science Review,,,10.1093/nsr/nwy019,1710.03047,,preprint,False,0,,0.3,
10.1109/TIM.2025.3571160,Experimental Demonstration of Second-Generation Time-Delay Interferometry With Direct Digital Synthesizer,Ning Ma; Mingyang Xu; Yujie Tan; Chenggang Shao,2025,IEEE Transactions on Instrumentation and Measurement,,,10.1109/TIM.2025.3571160,,,journal,False,0,instrument,0.3,
10.1109/TIM.2025.3573377,Nanonewton-Level Thrust Measurement Based on Stiffness Adjustment Through Total Variation Denoising Under Heavy Loads,Jiabin Wang; Jianfei Long; Jiawen Xu; Mingshan Wu; Linxiao Cong; Luxiang Xu; Yelong Zheng; Bin Wang; Ning Guo,2025,IEEE Transactions on Instrumentation and Measurement,,,10.1109/TIM.2025.3573377,,,journal,False,0,mission_design,0.3,
2023-investigating-galactic-double-white-dwarfs-for-sub,Investigating galactic double white dwarfs for sub-milliHz gravitational wave missions,Gang Wang; Zhen Yan; Bin Hu; W. Ni,2023,,,,,,,journal,False,0,mission_design,0.3,
10.11728/cjss2023.04.yg08,Review and Scientific Objectives of Spaceborne Gravitational Wave Detection Missions,Yuliang Wu; Wen-rui Hu; Jianyu Wang; Jin Chang; Ronggen Cai; Yonghe Zhang; Ziren Luo; Youjun Lu; Yufeng Zhou; Zong-Kuan Guo,2023,Chinese Journal of Space Science,,,10.11728/cjss2023.04.yg08,,,journal,False,0,mission_design,0.3,
2021-a-double-peaked-inflation-model-scalar-induced-gra,A double-peaked inflation model: scalar induced gravitational waves and PBH suppression from primordial non-Gaussianity,Fengge Zhang; Jiong Lin; Yizhou Lu,2021,,,,,,,journal,False,0,,0.3,
2021-detection-of-gravitational-wave-polarization-with-,Detection of gravitational wave polarization with space-borne detectors,Chao Zhang; Y. Gong; Dicong Liang; Chunyu Zhang,2021,,,,,,,journal,False,0,,0.3,
2021-general-analysis-of-laser-interferometer-gravitati,General Analysis of Laser Interferometer Gravitational Wave Detectors*,Qiaoli Hao; Yanqiang Zhao; Zhou Bozhu; Yinjie Li,2021,,,,,,,journal,False,0,instrument,0.3,
10.3788/cjl241485,太极计划的弱光锁相地面实验验证及噪声分析,王晨 Wang Chen; 高雪荣 Gao Xuerong; 齐克奇 Qi Keqi; 王少鑫 Wang Shaoxin; 李攀 LI Pan; 董鹏 Dong Peng; 刘河山 Liu Heshan; 罗子人 Luo Ziren,2025,Chinese Journal of Lasers,,,10.3788/cjl241485,,,journal,False,0,,0.2,
10.1016/j.vacuum.2026.115341,Study on thermal noise suppression of a gravity-compound pendulum for micro-newton thrust measurement in high vacuum,Xiaolei Wang; Jianfei Long; Bangjian Zhao; Mingshan Wu; Jiabin Wang; Ying Wang; Sujin Ji,2026,Vacuum,,,10.1016/j.vacuum.2026.115341,,,journal,False,0,data_analysis,0.0,
arxiv:2604.17766,Clock Noise Cancellation in Heterodyne Links between Optical Cavities for Space-Borne Gravitational-Wave Telescopes,Yutaro Enomoto; Subaru Shibai; Kiwamu Izumi,2026,,,,,2604.17766,,preprint,False,0,instrument,0.0,
10.1007/s42423-026-00214-9,A Survey on Multi-Spacecraft and Multi-Target Orbital Dynamics and Control,Gang Zhang; Xin Lin; Jian Li,2026,Advances in Astronautics,,,10.1007/s42423-026-00214-9,,,journal,False,0,mission_design,0.0,
10.1038/s41598-025-33428-2,Analytical kernels for efficient constant Q transforms in dark matter searches with LIGO,Alexandre S. Göttel; Vivien Raymond,2026,Scientific Reports,,,10.1038/s41598-025-33428-2,,,journal,False,0,science_case,0.0,
arxiv:2603.27284,The point-particle-limit effective-source approach for computing gravitational self-force in the Lorenz gauge,Chao Zhang; Yungui Gong; Xuchen Lu; Wenting Zhou,2026,,,,,2603.27284,,preprint,False,0,mission_design,0.0,
arxiv:2603.21249,Parallel adaptive reweighting importance sampling for Bayesian astrophysics,Miaoxin Liu; Alvin J. K. Chua,2026,,,,,2603.21249,,preprint,False,0,data_analysis,0.0,
10.1016/j.jheap.2026.100600,Optical transients from non-explosive double white-dwarf mergers: The case of a central neutron star remnant,M.M. Ridha Fathima; Alexandre M.R. Almeida; M. Bulla; Jaziel G. Coelho; C. Guidorzi; J. A. Rueda,2026,Journal of High Energy Astrophysics,,,10.1016/j.jheap.2026.100600,2603.17505,,preprint,False,0,,0.0,
10.3847/1538-4357/ae4870,Accretion-modified Stars in Accretion Disks of Active Galactic Nuclei: Contribution to Active Galactic Nuclei Disk Viscosity,Jun-Rong Liu; Jianmin Wang; Hua Feng,2026,The Astrophysical Journal,,,10.3847/1538-4357/ae4870,,,journal,False,0,source_modeling,0.0,
10.1140/epjc/s10052-026-15433-5,Analytical sensitivity curves for additional gravitational-wave polarizations of second-generation time-delay interferometry,Chunyu Zhang,2026,The European Physical Journal C,,,10.1140/epjc/s10052-026-15433-5,,,journal,False,0,instrument,0.0,
arxiv:2602.11525,Precessions and parameter constraints from quasiperiodic oscillations in a rotating charged black hole,R. Ali; Meng-He Wu; Hong Guo; Xiaolin Kuang,2026,,,,,2602.11525,,preprint,False,0,mission_design,0.0,
arxiv:2602.05501,Simulating first-order phase transition during inflation,Jintao Zou; Ligong Bian; Shao-Jiang Wang,2026,,,,,2602.05501,,preprint,False,0,,0.0,
10.1007/s11433-025-2875-0,Geometric time delay interferometry up to 30-link: Efficient algorithm and combination library,Weisheng Huang; Panpan Wang; Yujie Tan; Chenggang Shao,2026,"Science China Physics, Mechanics & Astronomy",,,10.1007/s11433-025-2875-0,,,journal,False,0,instrument,0.0,
10.1016/j.sna.2025.117242,Optical cavities for frequency discrimination: Advances and perspectives,Wenqiang Fan; Longjie Zhang; Huixiong Chen; Cunwei Zhang; Yifu Chen; Tie Li; Yulei Wang; Zhiwei Lu; Zhenxu Bai,2026,Sensors and Actuators A: Physical,,,10.1016/j.sna.2025.117242,,,journal,False,0,,0.0,
10.1140/epjc/s10052-026-15444-2,Constraint on gravitational-wave polarizations for space-based detectors with time-delay interferometry,Tong Jiang; Chunyu Zhang,2026,The European Physical Journal C,,,10.1140/epjc/s10052-026-15444-2,,,journal,False,0,instrument,0.0,
10.1103/vy67-gvkh,Nonlinear tails of massive scalar fields around a black hole,Caiying Shao; Zhen-Tao He; Jiageng Jiao; Jingqi Lai; Junxi Shi; Yu Tian; Dandan Yuan; Hongbao Zhang,2026,Physical Review D,,,10.1103/vy67-gvkh,2601.16016,,preprint,False,0,,0.0,
